Time (s) Run #1;Position (mm) Run #1;Light Intensity (%) Run #1;Log of Light Intensity Run #1;Intensity Vs. Time Run #1;Intensity Vs. Wavelength Run #1;Time (s) Run #2;Position (mm) Run #2;Light Intensity (%) Run #2;Log of Light Intensity Run #2;Intensity Vs. Time Run #2;Intensity Vs. Wavelength Run #2;Time (s) Run #3;Position (mm) Run #3;Light Intensity (%) Run #3;Log of Light Intensity Run #3;Intensity Vs. Time Run #3;Intensity Vs. Wavelength Run #3;Time (s) Run #4;Position (mm) Run #4;Light Intensity (%) Run #4;Log of Light Intensity Run #4;Intensity Vs. Time Run #4;Intensity Vs. Wavelength Run #4;Time (s) Run #5;Position (mm) Run #5;Light Intensity (%) Run #5;Log of Light Intensity Run #5;Intensity Vs. Time Run #5;Intensity Vs. Wavelength Run #5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;87950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88000;67,71;0,5;1,7;4,76;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;88950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89000;67,71;0,5;1,7;4,69;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;89950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90000;67,71;0,5;1,7;4,79;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;90950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91000;67,71;0,5;1,7;4,86;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;91950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92000;67,71;0,5;1,7;4,74;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;92950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93000;67,71;0,5;1,7;4,70;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;93950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94000;67,71;0,5;1,7;4,72;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;94950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95000;67,71;0,5;1,7;4,71;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;95950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96000;67,71;0,5;1,7;4,69;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;96950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97000;67,71;0,5;1,7;4,88;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;97950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98000;67,71;0,5;1,7;4,68;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;98950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99000;67,71;0,5;1,7;4,77;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;99950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100000;67,71;0,5;1,7;4,79;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;100950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101000;67,71;0,5;1,7;4,86;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;101950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;102000;67,71;0,5;1,7;4,75;5
;;;;;5;;;;;;5;;;;;;5;;;;;;5;102050;67,71;0,5;1,7;;5
